airtable_table,airtable_field,airtable_type,used_by_writer_current,used_by_reader_current,used_in_operator_explorer_current,used_in_capability_snapshot_current,used_in_alignment_snapshot_current,used_in_score_breakdown_current,usage_classification,missing_source_of_truth_mapping_risk,evidence_current_source,evidence_prior_report,conflict_prior_vs_current,confirmation_status
(no new-base schema match),developmentServicesOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),displayLeadershipOnExplorer,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,exec_* (repeater),child,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Setup - Profile & Positioning,multipleRecordLinks,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Setup - Commercial Fit & Terms,multipleRecordLinks,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Setup - Leadership Team Members,multipleRecordLinks,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Setup - Diligence QA,multipleRecordLinks,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,"Operator Setup - Governance, Delivery & Diligence",multipleRecordLinks,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Setup - Platform & Markets,multipleRecordLinks,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Setup - Case Studies,multipleRecordLinks,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Explorer Hero Verification,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Explorer Hero Data Source,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Users,multipleRecordLinks,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Deal Requests,multipleRecordLinks,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Operator Setup - Explorer Materials,multipleRecordLinks,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,brand_portfolio_mix_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,brand_relationship_depth_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,brand_execution_capabilities_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,brand_governance_compliance_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,brand_soft_independent_narrative,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,brand_conversion_project_count,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,brandedVsIndependentMix,singleLineText,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,op_commercial_engine_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,op_owner_reporting_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,op_preopening_transition_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,op_conversion_repositioning_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,op_fb_lifestyle_resort_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,mkt_regional_expertise_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,mkt_market_fit_signals_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_technology_stack_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_services_offered_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_data_domains_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_data_governance_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_analytics_support_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_technology_maturity_level,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",operator_materials_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",operator_materials_gallery_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ov_strategic_owner_value_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ov_engagement_cadence_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ov_controls_governance_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ov_reports_received_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ov_owner_tools_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ov_lifecycle_support_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,bf_fit_criteria_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,bf_best_fit_project_types_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,bf_preferred_deal_profile_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,bf_evaluation_path_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,bf_red_flags_json,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,Operator,multipleRecordLinks,Yes,Yes,Yes,Yes/Partial,Yes/Partial,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,hospitality_experience_years,number,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,company_tenure_years,number,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,prior_background,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,languages,multipleSelects,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,market_experience,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,core_expertise,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,relevant_asset_types,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,Operator,multipleRecordLinks,Yes,Yes,Yes,Yes/Partial,Yes/Partial,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Diligence QA,Operator,multipleRecordLinks,Yes,Yes,Yes,Yes/Partial,Yes/Partial,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Slot Key,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Title,singleLineText,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Body,multilineText,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Image,multipleAttachments,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Sort Order,number,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Active,checkbox,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Operator,multipleRecordLinks,Yes,Yes,Yes,Yes/Partial,Yes/Partial,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Explorer Materials,Company Name,singleLineText,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
