Airtable Table,Airtable Field,Airtable Field Type,Live Options,Static Form Field Name,OAS Injected?,New-Base Writer Mapped?,Legacy Writer Mapped?,Child Table / JSON Payload?,Source File(s),Needed For OAS?,Needed For Operator Explorer?,Needed For Operator Strategy?,Coverage Status,Risk Level,Recommended Action
"Operator Setup - Governance, Delivery & Diligence",tr_signal_repeat,singleSelect,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,tr_signal_repeat,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",diligenceQaOptIn,checkbox,,diligenceQaOptIn,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Needs Decision,Medium,Add UI opt-in control or remove unused schema column
"Operator Setup - Governance, Delivery & Diligence",contactName,singleLineText,,contactName,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",contactEmail,singleLineText,,contactEmail,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",contactPhone,singleLineText,,contactPhone,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",preferredContactMethod,singleSelect,,preferredContactMethod,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",diligenceDocumentLinks,multilineText,,diligenceDocumentLinks,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Services,multipleSelects,,Revenue Management Services,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Sales Marketing Support,multipleSelects,,Sales Marketing Support,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Accounting Reporting,multipleSelects,,Accounting Reporting,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Procurement Services,multipleSelects,,Procurement Services,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",HR Training Services,multipleSelects,,HR Training Services,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Design Renovation Support,multipleSelects,,Design Renovation Support,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Development Services,multipleSelects,,Development Services,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Other,multilineText,,Revenue Management Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Sales Marketing Other,multilineText,,Sales Marketing Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Accounting Reporting Other,multilineText,,Accounting Reporting Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Procurement Services Other,singleLineText,,Procurement Services Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",HR Training Services Other,multilineText,,HR Training Services Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Technology Services Other,multilineText,,Technology Services Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Design Renovation Support Other,multilineText,,Design Renovation Support Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",Development Services Other,multilineText,,Development Services Other,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Platform & Markets,Active Countries,multipleSelects,Mexico | Dominican Republic | Costa Rica | Panama | Colombia | Peru | Chile | Argentina | Brazil | Jamaica | Puerto Rico | Curaçao | Trinidad & Tobago | Turks & Caicos | United States | Spain | Other,activeCountries,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Platform & Markets,Active Markets / Cities,multipleSelects,Cancún | Mexico City | Monterrey | Guadalajara | Riviera Maya | Punta Cana | Santo Domingo | San Juan | Panama City | Bogotá | Medellín | Lima | Santiago | Buenos Aires | São Paulo | Rio de Janeiro | San José | Montevideo | Other,activeMarkets,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Platform & Markets,Market Presence Type,multipleSelects,Active operations | Prior experience | Pipeline / signed project | Target market | No known presence | Unknown,marketPresenceType,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Profile & Positioning,Service Models Supported,multipleSelects,Limited-service | Select-service | Focused-service | Full-service | Lifestyle | Boutique | Resort | All-inclusive | Extended stay | Branded residential / mixed-use | Other,serviceModelsSupported,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Commercial Fit & Terms,Management Structures Supported,multipleSelects,Full third-party management | Brand-managed | Franchise support | Commercial-only support | Pre-opening / transition support | Asset management support | Hybrid / project-specific | Other,managementStructuresSupported,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",Offered Services,multipleSelects,Full hotel management | Pre-opening planning | Opening / transition support | Revenue management | Sales | Distribution / channel management | Digital marketing | Accounting / finance | HR / staffing | Procurement | F&B operations | Brand compliance support | Owner reporting | Asset management support | Technical services coordination | Other,offeredServices,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Commercial Fit & Terms,New-Build Opening Experience,singleSelect,Strong | Moderate | Limited | None documented | Unknown,newBuildOpeningExperience,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Commercial Fit & Terms,Pre-Opening Support Capability,singleSelect,Advanced | Standard | Limited | None documented | Unknown,preOpeningSupportCapability,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",Owner Reporting Level,singleSelect,Basic owner reporting | Monthly operating review | Institutional reporting | Lender / investor-grade reporting | Custom / project-specific | Unknown,ownerReportingLevel,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Master,Data Confidence Level,singleSelect,Verified | Operator-provided | Public-source | Inferred | Incomplete,dataConfidenceLevel,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,Yes,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Master,Source Type,multipleSelects,Operator-provided | Internal research | Public website | Brand / owner conversation | Prior project knowledge | Imported sample data | Unknown,sourceType,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Master,Last Updated Date,date,,lastUpdatedDate,Yes,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; oas-inject-form-fields.js; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Profile & Positioning,Brand Families Operated,multipleSelects,Marriott | Hilton | Hyatt | IHG | Choice | Wyndham | Accor | Sonesta | Radisson / Choice | Independent | Soft brands / collections | Other,brandFamiliesOperated,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Commercial Fit & Terms,Conversion / Reflag Experience,singleSelect,Strong | Moderate | Limited | None documented | Unknown,conversionReflagExperience,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Profile & Positioning,Soft Brand / Lifestyle Experience,singleSelect,Strong | Moderate | Limited | None documented | Unknown,softBrandLifestyleExperience,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",F&B Capability Level,singleSelect,None / rooms-only | Limited F&B | Moderate F&B | Significant F&B | Lifestyle / experiential F&B | Unknown,fbCapabilityLevel,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Capability,singleSelect,Property-level only | Centralized support | Advanced centralized platform | Third-party partner | None documented | Unknown,revenueManagementCapability,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",Sales Platform,multipleSelects,Local sales | Regional sales | Global sales support | Group sales | Digital / e-commerce | None documented | Unknown,salesPlatform,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",Governance Cadence,singleSelect,Monthly | Quarterly | Asset-management style | Board / investor reporting | Custom / project-specific | Unknown,governanceCadence,No,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Commercial Fit & Terms,Minimum Key Count,number,,minimumKeyCount,Yes,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; oas-inject-form-fields.js; he-cala-form-inventory.json,Yes,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Commercial Fit & Terms,Similar Project Case Studies,multilineText,,similarProjectCaseStudies,Yes,Yes,No,No,plannedCreates (schema backup); operator-setup-new-base-build-sheet-rows.json; oas-inject-form-fields.js; he-cala-form-inventory.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
si,Operator Review Status,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Preferred Management Structure,multipleSelects,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Required Operator Services,multipleSelects,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Must-Have Operator Services,multipleSelects,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Nice-to-Have Operator Services,multipleSelects,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Market Presence Requirement,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Pre-Opening Support Needed,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Owner Reporting Expectations,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Brand / Operator Responsibility Split,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Owner Control Preference,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Commercial Priority,multipleSelects,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Local Labor / HR Support Needed,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Procurement Support Needed,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Owner Internal Ops Capability,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Brand Agreement Structure,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Operating Model,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
si,Operator Scope,multipleSelects,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
deals,F&B Complexity,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
deals,Opening Timeline,singleSelect,,,No,No,No,No,plannedCreates (schema backup),No,No,No,Schema Only,High,plannedCreates — confirm live column; add build sheet + UI
Operator Setup - Leadership Team Members,name,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Leadership Team Members,title,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Leadership Team Members,role,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Leadership Team Members,summary,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Leadership Team Members,bio,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Leadership Team Members,headshot,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Leadership Team Members,display_order,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,property_name,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,hotel_type,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,region,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,branded_independent,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,situation,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,services,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,outcome,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,owner_relevance,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,image_url,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Case Studies,display_order,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Diligence QA,category,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Diligence QA,question,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Diligence QA,answer,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
Operator Setup - Diligence QA,display_order,child,,,No,No,No,Yes,operator-setup-new-base-writer.js,No,No,No,JSON / Child Table Only,Low,Saved via JSON payload / repeater — verify writer child replace
(no new-base schema match),revenueManagementServices,,,revenueManagementServices,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),revenueManagementOther,,,revenueManagementOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),salesMarketingSupport,,,salesMarketingSupport,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),salesMarketingOther,,,salesMarketingOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),accountingReporting,,,accountingReporting,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),accountingReportingOther,,,accountingReportingOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),procurementServices,,,procurementServices,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),procurementServicesOther,,,procurementServicesOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),hrTrainingServices,,,hrTrainingServices,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),hrTrainingServicesOther,,,hrTrainingServicesOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),technologyServices,,,technologyServices,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),technologyServicesOther,,,technologyServicesOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),designRenovationSupport,,,designRenovationSupport,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),designRenovationSupportOther,,,designRenovationSupportOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),developmentServices,,,developmentServices,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),developmentServicesOther,,,developmentServicesOther,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
(no new-base schema match),displayLeadershipOnExplorer,,,displayLeadershipOnExplorer,No,No,No,No,he-cala-form-inventory.json (orphan form); he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Leadership Team Members,exec_* (repeater),child,,exec_1..6_*,No,Yes,Yes,Yes,he-cala-form-inventory.json; operator-setup-new-base-writer.js; third-party-operator-airtable-fields-used.js,No,No,No,JSON / Child Table Only,Low,Leadership repeater → child table replace on save
